id,latitude,longitude,australian_states_id,locality_types_id,film_weekly_cinema_types_id,street,suburb,postcode,cinema_name,exhibitor_name,capacity,shortname,description,description,helper column
558,-37.786439,144.831984,7,2,1,Hampshire Road,Sunshine,3020,Sunshine,Sunshine Pictures Pty. Ltd.,800,VIC,Indoor Cinema,Suburban,1
559,-37.786001,145.382396,7,3,1,,Mount Evelyn,3796,Public Hall,Public Hall,200,VIC,Indoor Cinema,Rural,0
560,-37.785558,145.381695,7,3,1,,Mount Evelyn,3796,Mayfair,D. A. Trewin,350,VIC,Indoor Cinema,Rural,1
561,-37.784824,145.380096,7,3,1,,Mount Evelyn,3796,Mt. Evelyn,Yeomans & Harvey,NULL,VIC,Indoor Cinema,Rural,0
562,-37.784465,144.969371,7,2,1,499 Lygon Street,Brunswick East,3057,Liberty,Melbourne Theatres Pty. Ltd.,768,VIC,Indoor Cinema,Suburban,1
563,-37.781435,145.613406,7,3,3,Main Street,Yarra Junction,3797,R. R. Johnstone,"R. R. Johnstone, 29 Porter Rd., N.23",NULL,VIC,Touring Circuit,Rural,0
564,-37.780888,144.978202,7,2,1,790 Nicholson Street,Fitzroy North,3068,Palace,Griffith & West Pty. Ltd.,1166,VIC,Indoor Cinema,Suburban,1
565,-37.780194,144.99673,7,2,1,89 High Street,Northcote,3070,Westgarth,Westgarth Thr. Co. Pty. Ltd.,1438,VIC,Indoor Cinema,Suburban,0
566,-37.77844,145.457658,7,3,3,,Seville,3139,R. R. Johnstone,"R. R. Johnstone, 29 Porter Rd., N.23",NULL,VIC,Touring Circuit,Rural,1
567,-37.778246,145.01848,7,2,1,99 Station Street,Fairfield,3078,Fairfield,R. & R. J. McLeish,1039,VIC,Indoor Cinema,Suburban,0
568,-37.7782409,144.9882151,7,2,1,388 St Georges Road,Fitzroy North,3068,Merri,Hoyts Theatres Ltd.,1593,VIC,Indoor Cinema,Suburban,1
569,-37.777792,144.8851,7,2,2,Rosamond Road,Maribyrnong,3032,Sunset Drive-In,Mick Bramley (gm),650,VIC,Drive-In,Suburban,0
570,-37.777599,145.459559,7,2,1,,Seville,3139,Savoy,V. Parnis & K. McPharlane,200,VIC,Indoor Cinema,Suburban,1
571,-37.774168,144.890208,7,2,1,Highpoint Shopping Centre,Maribyrnong,3032,Hoyts,Hoyts Theatres Ltd.,940,VIC,Indoor Cinema,Suburban,0
572,-37.772988,144.91573,7,2,1,,Ascot Vale,3032,Colosseo,World Films,1392,VIC,Indoor Cinema,Suburban,1
573,-37.772952,144.915581,7,2,1,201 Union Road,Ascot Vale,3032,Ascot,Essendon Theatres Ltd.,1525,VIC,Indoor Cinema,Suburban,0
574,-37.772543,144.9268549,7,2,1,584 Mount Alexander Road,Ascot Vale,3032,Waratah,Hoyts Theatres Ltd.,1470,VIC,Indoor Cinema,Suburban,1
575,-37.772343,144.971753,7,2,1,186 Lygon Street,Brunswick East,3057,Lygon,Hoyts Theatres Ltd.,1230,VIC,Indoor Cinema,Suburban,0
576,-37.771983,144.841618,7,2,2,Northumberland Road,Sunshine,3020,Village,Village Drive-In Pty. Ltd.,NULL,VIC,Drive-In,Suburban,1
577,-37.7717025,144.96265,7,2,1,14 Glenlyon Road,Brunswick,3056,Cosmopolitan,Cosmopolitan Motion Pictures,NULL,VIC,Indoor Cinema,Suburban,0
578,-37.771033,144.961639,7,2,1,294 Sydney Road,Brunswick,3056,Empire,Bourke Theatres Pty. Ltd.,1450,VIC,Indoor Cinema,Suburban,1
579,-37.770766,143.683679,7,3,3,,Cape Clear,3351,A. J. J. Bateman,"A. J. J. Bateman, 141 Brighton Rd., Elwood, 53",NULL,VIC,Touring Circuit,Rural,0
580,-37.770549,145.079279,7,2,2,Bulleen Road,Bulleen,3105,Bulleen,Hoyts Theatres Ltd.,742,VIC,Drive-In,Suburban,1
581,-37.77,144.775,7,3,1,,Deer Park,3023,H. Davidson,H. Davidson,NULL,VIC,Indoor Cinema,Rural,0
582,-37.769504,144.999086,7,2,1,,Northcote,3070,Northcote,Northcote Thr. Co. Pty. Ltd.,1200,VIC,Indoor Cinema,Suburban,1
583,-37.76721,144.92402,7,2,1,11 Puckle Street,Moonee Ponds,3039,Moonee Ponds,Moonee Ponds Thr. Co. Ltd.,1349,VIC,Indoor Cinema,Suburban,0
584,-37.76665,145.044768,7,2,1,227 Upper Heidelberg Road,Ivanhoe,3079,Ivanhoe,Hoyts Theatres Ltd.,1381,VIC,Indoor Cinema,Suburban,1
585,-37.765077,144.94352,7,2,1,43 Melville Road,Brunswick West,3055,Western,Western Theatre Co. Pty. Ltd.,1150,VIC,Indoor Cinema,Suburban,0
586,-37.7632103,144.9627951,7,2,1,614 Sydney Road,Brunswick,3056,Padua,Hoyts Theatres Ltd.,1758,VIC,Indoor Cinema,Suburban,1
587,-37.757664,145.062758,7,2,1,76 Yarra Street,Heidelberg,3084,Orient,D. G. & R. E. Henderson,652,VIC,Indoor Cinema,Suburban,0
588,-37.757304,144.964002,7,2,1,828 Sydney Road,Brunswick,3056,Alhambra,Hoyts Theatres Ltd.,1369,VIC,Indoor Cinema,Suburban,1
589,-37.756137,144.916806,7,2,1,5 Russell Street,Essendon,3040,Plaza,Hoyts Theatres Ltd.,983,VIC,Indoor Cinema,Suburban,0
590,-37.755842,144.908323,7,2,1,224 Buckley Street,Essendon North,3040,Regal,W. Howard,980,VIC,Indoor Cinema,Suburban,1
591,-37.754797,145.001042,7,2,1,853 High Street,Thornbury,3071,Regent,Hoyts Theatres Ltd.,1773,VIC,Indoor Cinema,Suburban,0
592,-37.754668,145.354066,7,3,1,Castella Street,Lilydale,3140,Athenaeum,G. W. Ford,500,VIC,Indoor Cinema,Rural,1
593,-37.754614,142.031566,7,3,2,,Hamilton,3300,Village,Village Drive-In (Hamilton) Pty. Ltd.,598,VIC,Drive-In,Rural,0
594,-37.753673,145.689078,7,3,1,,Warburton,3799,Civic,Civic Enterprises Pty. Ltd.,349,VIC,Indoor Cinema,Rural,1
595,-37.753358,145.704873,7,3,1,,Warburton,3799,Cinema,Swimming Club,NULL,VIC,Indoor Cinema,Rural,0
596,-37.752034,145.001432,7,2,1,1 High Street,Preston,3072,Planet,Star Theatre Co. Ltd.,900,VIC,Indoor Cinema,Suburban,1
597,-37.747093,144.950577,7,2,1,236 Reynard Street,Coburg West,3058,Progress,Progress Pictures Pty. Ltd.,448,VIC,Indoor Cinema,Suburban,0
598,-37.746675,144.91081,7,2,1,9 Leake Street,Essendon North,3040,Circle,Hoyts Theatres Ltd.,1316,VIC,Indoor Cinema,Suburban,1
599,-37.746148,144.96597,7,2,1,324 Sydney Road,Coburg,3058,Grand,Hoyts Theatres Pty. Ltd.,1153,VIC,Indoor Cinema,Suburban,0
600,-37.746084,145.005621,7,2,1,175-177 Plenty Road,Preston,3072,Gowerville,S. Guest,970,VIC,Indoor Cinema,Suburban,1
601,-37.745,144.8,7,3,1,,Saint Albans,3021,Public Hall,Les Jones,180,VIC,Indoor Cinema,Rural,0
602,-37.744882,144.966363,7,2,1,368 Sydney Road,Coburg,3058,Plaza,Plaza Theatres Pty. Ltd.,1188,VIC,Indoor Cinema,Suburban,1
603,-37.74382,142.023153,7,3,1,,Hamilton,3300,Town Hall,Provincial Theatres Pty. Ltd.,596,VIC,Indoor Cinema,Rural,0
604,-37.742641,145.065552,7,2,1,,Rosanna,3084,R.S.L. Hall,E. & J. McWhirther,200,VIC,Indoor Cinema,Suburban,1
605,-37.742624,142.025364,7,3,1,,Hamilton,3300,Regent,Provincial Theatres Pty. Ltd.,1080,VIC,Indoor Cinema,Rural,0
606,-37.7425657,144.9779806,7,2,1,1 Bell Street,Coburg,3058,Town Hall,Hoyts Theatres Ltd.,1344,VIC,Indoor Cinema,Suburban,1
607,-37.740609,145.003736,7,2,1,346 High Street,Preston,3072,Saint James,Star Theatre Co. Ltd.,999,VIC,Indoor Cinema,Suburban,0
608,-37.740137,144.989756,7,2,1,Gilbert Street,Preston West,3072,Progress,S. Guest,300,VIC,Indoor Cinema,Suburban,1
609,-37.738318,144.939728,7,2,1,512 Bell Street,Pascoe Vale,3044,Tasma,H. V. Shuttleworth,286,VIC,Indoor Cinema,Suburban,0
610,-37.738308,145.006978,7,2,2,Murray Road,Preston,3072,Olympic Twin,Murray Bell Holdings Pty. Ltd.,1330,VIC,Drive-In,Suburban,1
611,-37.73737,145.219778,7,2,1,Corner Yarra Street and Mitchell Avenue,Warrandyte,3113,Public Hall,Wm. Kerr,NULL,VIC,Indoor Cinema,Suburban,0
612,-37.7372346,145.0041372,7,2,1,499 High Street,Preston,3072,Circle,Hoyts Theatres Ltd.,914,VIC,Indoor Cinema,Suburban,1
613,-37.732056,148.09193,7,3,1,,Nowa Nowa,3887,Public Hall,Eric Moore,NULL,VIC,Indoor Cinema,Rural,0
614,-37.726812,145.113117,7,2,1,,Lower Plenty,3093,Progress Hall,B. B. Simpson,150,VIC,Indoor Cinema,Suburban,1
615,-37.725228,145.024231,7,2,2,Plenty Road,Reservoir,3073,Skyline,Hoyts Theatres Ltd.,754,VIC,Drive-In,Suburban,0
616,-37.723353,144.970909,7,2,2,155 Newlands Road,Coburg,3058,Coburg,Coburg Drive-in Thrs.,800,VIC,Drive-In,Suburban,1
617,-37.720371,141.547982,7,3,3,,Merino,3310,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",200,VIC,Touring Circuit,Rural,0
618,-37.720082,144.959435,7,2,1,1 Novian Street,Merlynston (Coburg North),3058,Progress,Progress Pictures Pty. Ltd.,200,VIC,Indoor Cinema,Suburban,1
619,-37.719866,141.548089,7,3,1,,Merino,3310,Public Hall,T. L. Pearson,200,VIC,Indoor Cinema,Rural,0
620,-37.719146,145.12436,7,2,1,Rattray Street,Montmorency,3094,Public Hall,F. Daley,120,VIC,Indoor Cinema,Suburban,1
621,-37.719089,144.893599,7,2,2,Corner of Bulla Road and Melrose Drive,Essendon,3041,Village,Village Drive-In (Essendon) Pty. Ltd.,700,VIC,Drive-In,Suburban,0
622,-37.714382,145.14837,7,2,1,Corner of Arthur Street and Main Road,Eltham,3095,Eltham,Charles Plowman,320,VIC,Indoor Cinema,Suburban,1
623,-37.713814,145.007848,7,2,1,909 High Street,Reservoir,3073,Plaza,L. E. Rossiter & R. E. R. Emslie,489,VIC,Indoor Cinema,Suburban,0
624,-37.712586,142.839472,7,3,3,,Lake Bolac,3351,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,1
625,-37.708,147.831,7,3,1,,Bruthen,3885,Mechanics,A. Connley,300,VIC,Indoor Cinema,Rural,0
626,-37.707471,148.45479,7,3,1,,Orbost,3888,Plaza,Regal Theatres Pty. Ltd.,400,VIC,Indoor Cinema,Rural,1
627,-37.707,148.455,7,3,1,,Orbost,3888,Majestic,Regal Theatres Pty. Ltd.,300,VIC,Indoor Cinema,Rural,0
628,-37.70401,145.103026,7,2,1,25 Main Street,Greensborough,3088,Victory,L. A. Riley,200,VIC,Indoor Cinema,Suburban,1
629,-37.702963,144.922386,7,2,1,Cromwell Street,Glenroy,3046,Public Hall,S. Congdon,150,VIC,Indoor Cinema,Suburban,0
630,-37.687814,145.012581,7,2,2,Corner of Settlement Road and High Street,Thomastown,3074,Village,Village Drive-In (Thomastown) Pty. Ltd.,750,VIC,Drive-In,Suburban,1
631,-37.687654,140.611398,3,3,1,,Glencoe,5291,Institute,Secretary,270,SA,Indoor Cinema,Rural,0
632,-37.6866,143.3656,7,3,3,,Skipton,3361,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",400,VIC,Touring Circuit,Rural,1
633,-37.686302,143.56294,7,3,3,,Linton,3360,A. J. C. Bateman,"A. J. C. Bateman, P.O. Box 76, Colac",130,VIC,Touring Circuit,Rural,0
634,-37.686,143.365,7,3,1,,Skipton,3361,Mechanics,Mrs. A. E. Conlon,250,VIC,Indoor Cinema,Rural,1
635,-37.682553,144.587804,7,3,1,232 High Street,Melton,3337,Mechanics,W. Swiggs & L. King,250,VIC,Indoor Cinema,Rural,0
636,-37.682023,145.006235,7,2,1,1 Spring Street,Thomastown,3074,Ashril,L. Riley,300,VIC,Indoor Cinema,Suburban,1
637,-37.679306,143.058836,7,3,3,,Streatham,3351,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,0
638,-37.675915,144.435056,7,3,1,5 Grant Street,Bacchus Marsh,3340,Astor,Kirby's Theatres,400,VIC,Indoor Cinema,Rural,1
639,-37.67317,145.149466,7,3,1,Corner of Collins Street and Main Road,Diamond Creek,3089,Public Hall,Mrs. V. M. B. Woodbridge,200,VIC,Indoor Cinema,Rural,0
640,-37.668009,143.654931,7,3,3,,Scarsdale,3351,A. J. J. Bateman,"A. J. J. Bateman, 141 Brighton Rd., Elwood, 53",NULL,VIC,Touring Circuit,Rural,1
641,-37.665263,144.9545405,7,2,2,Sydney Road,Broadmeadows,3047,Skyline,Hoyts Theatres Ltd.,681,VIC,Drive-In,Suburban,0
642,-37.659,145.374,7,3,1,,Yarra Glen,3775,Public Hall,Les James,180,VIC,Indoor Cinema,Rural,1
643,-37.653891,145.51728,7,3,1,231 Maroondah Highway,Healesville,3777,Memorial,J. A. King,560,VIC,Indoor Cinema,Rural,0
644,-37.649317,142.341647,7,3,3,,Dunkeld,3294,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",350,VIC,Touring Circuit,Rural,1
645,-37.645932,145.040334,7,2,1,,Epping,3076,Memorial,NULL,175,VIC,Indoor Cinema,Suburban,0
646,-37.638992,145.19329,7,3,1,,Hurstbridge,3099,Public Hall,V. Irving,120,VIC,Indoor Cinema,Rural,1
647,-37.636583,142.54643,7,3,3,,Glenthompson,3293,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,0
648,-37.612086,143.584566,7,3,3,,Snake Valley,3351,A. J. C. Bateman,"A. J. C. Bateman, P.O. Box 76, Colac",120,VIC,Touring Circuit,Rural,1
649,-37.6,144.225,7,3,1,,Ballan,3342,Regal,Cook & Baillie,300,VIC,Indoor Cinema,Rural,0
650,-37.598,141.691,7,3,1,,Coleraine,3315,Mechanics,Mech. Institute Pics.,450,VIC,Indoor Cinema,Rural,1
651,-37.594943,140.353698,3,3,1,,Millicent,5280,Institute,C. Willshire,350,SA,Indoor Cinema,Rural,0
652,-37.594508,140.340517,3,3,2,,Millicent,5280,Glen-Vu,Glen-Vu Drive-In Theatres Ltd.,320,SA,Drive-In,Rural,1
653,-37.584572,141.40525,7,3,1,,Casterton,3311,Casterton,Jonas Faroe,596,VIC,Indoor Cinema,Rural,0
654,-37.58414,141.406014,7,3,1,Henty Street,Casterton,3311,Town Hall,Jonas Faroe,596,VIC,Indoor Cinema,Rural,1
655,-37.582,143.857,7,3,1,115-119 Sturt Street,Ballarat,3350,Britannia,F. Jelbart,696,VIC,Indoor Cinema,Rural,0
656,-37.581537,144.10746,7,3,3,,Gordon,3345,A. J. C. Bateman,"A. J. C. Bateman, P.O. Box 76, Colac",130,VIC,Touring Circuit,Rural,1
657,-37.580389,141.405101,7,3,2,,Casterton,3311,Coachline,Rural Theatres,100,VIC,Drive-In,Rural,0
658,-37.579713,144.732656,7,3,1,Stawell Street,Sunbury,3429,Memorial Hall,E. Boardman,300,VIC,Indoor Cinema,Rural,1
659,-37.568557,143.865949,7,3,2,,Ballarat,3350,Skyline,Ballarat Drive-In Theatre Pty. Ltd.,537,VIC,Drive-In,Rural,0
660,-37.564562,143.83903,7,3,2,,Ballarat,3350,Village,Village Drive-In (Ballarat) Pty. Ltd.,601,VIC,Drive-In,Rural,1
661,-37.56275,143.864452,7,3,1,Bridge Street,Ballarat,3350,Plaza,Hoyts Theatres Ltd.,672,VIC,Indoor Cinema,Rural,0
662,-37.562744,143.857806,7,3,1,17 Lydiard Street South,Ballarat,3350,Her Majesty's,Ballarat Amusements Ltd.,1279,VIC,Indoor Cinema,Rural,1
663,-37.562727,140.699612,3,3,1,,Kalangadoo,5278,Kalangadoo,F. P. Squire,250,SA,Indoor Cinema,Rural,0
664,-37.560255,143.857606,7,3,1,49ùLydiardùStreet,Ballarat,3350,Regent,Hoyts Theatres Ltd.,1879,VIC,Indoor Cinema,Rural,1
665,-37.54652,142.741172,7,3,3,,Willaura,3379,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,0
666,-37.545967,142.741453,7,3,1,,Willaura,3379,Local Hall,Willaura District Film Organisation,380,VIC,Indoor Cinema,Rural,1
667,-37.54332,140.81473,3,3,1,,Nangwarry,5277,Memorial Hall,"Chevron Cinemas, Robe",300,SA,Indoor Cinema,Rural,0
668,-37.541835,140.456608,3,3,1,,Mount Burr,5279,Institute,C. Willshire,260,SA,Indoor Cinema,Rural,1
669,-37.527323,142.039937,7,3,3,,Cavendish,3314,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,0
670,-37.512065,145.117835,7,3,1,,Whittlesea,3757,Mechanics,R. L. Bell,250,VIC,Indoor Cinema,Rural,1
671,-37.510486,145.315998,7,3,1,,Kinglake,3757,Public Hall,J. Ness,120,VIC,Indoor Cinema,Rural,0
672,-37.497,148.173,7,3,1,,Buchan,3885,Mechancs Hall,Eric Moore,152,VIC,Indoor Cinema,Rural,1
673,-37.488,144.591,7,3,1,,Gisborne,3437,Mechanics Hall,E. A. & J. E. Beer,340,VIC,Indoor Cinema,Rural,0
674,-37.480593,140.012501,3,3,1,,Beachport,5280,Institute,F. P. Squire,NULL,SA,Indoor Cinema,Rural,1
675,-37.477403,145.857704,7,3,1,Darling Street,Marysville,3779,Marysville,J. Wallace and Smith,350,VIC,Indoor Cinema,Rural,0
676,-37.431,146.101,7,3,1,,Woods Point,3723,Hall,H. V. Turner,80,VIC,Indoor Cinema,Rural,1
677,-37.43,143.384,7,3,1,,Beaufort,3373,Beaufort,M. Cook,400,VIC,Indoor Cinema,Rural,0
678,-37.429957,143.381564,7,3,1,,Beaufort,3373,Shire Hall,Beaufort Chamber of Commerce,450,VIC,Indoor Cinema,Rural,1
679,-37.425,143.894,7,3,1,,Creswick,3363,Strand,H. A. Lazarus,280,VIC,Indoor Cinema,Rural,0
680,-37.402311,144.587116,7,3,1,,Mount Macedon,3441,Regal,Bellamy & Oprey,250,VIC,Indoor Cinema,Rural,1
681,-37.399681,144.588345,7,3,1,,Mount Macedon,3441,Local Hall,E. Brinkley,860,VIC,Indoor Cinema,Rural,0
682,-37.389,144.326,7,3,1,,Trentham,3458,Trentham,G. R. Plant,200,VIC,Indoor Cinema,Rural,1
683,-37.378987,140.840719,3,3,1,,Penola,5277,Palace,P. Reid,300,SA,Indoor Cinema,Rural,0
684,-37.372218,140.840507,3,3,2,,Penola,5277,Chevron,Chevron Drive-In Theatre,249,SA,Drive-In,Rural,1
685,-37.359298,144.744024,7,3,1,,Romsey,3434,Hall,Pearce & Coustley,250,VIC,Indoor Cinema,Rural,0
686,-37.357,144.527,7,3,1,,Woodend,3442,Woodend,W. McMillan,320,VIC,Indoor Cinema,Rural,1
687,-37.356205,143.636108,7,3,3,,Waubra,3352,Maldon Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,0
688,-37.344576,144.141836,7,3,1,,Daylesford,3460,Town Hall,School Committee,600,VIC,Indoor Cinema,Rural,1
689,-37.344,144.142,7,3,1,,Daylesford,3460,Rex,J. M. Christie Pty. Ltd.,850,VIC,Indoor Cinema,Rural,0
690,-37.294,143.787,7,3,1,,Clunes,3370,Strand,H. A. Lazarus,220,VIC,Indoor Cinema,Rural,1
691,-37.2929,144.951257,7,3,1,Corner of Sydney Street and Mill Street,Kilmore,3764,Astor,C. D. Alcock,250,VIC,Indoor Cinema,Rural,0
692,-37.28438,142.934414,7,3,1,250 Barkly Street,Ararat,3377,Midland,Otto Spehr,966,VIC,Indoor Cinema,Rural,1
693,-37.283958,142.934127,7,3,1,Queen Street,Ararat,3377,Paramount,R. McCracken,900,VIC,Indoor Cinema,Rural,0
694,-37.283389,142.932072,7,3,1,Corner of Barkly Street and Vincent Street,Ararat,3377,Town Hall,Otto Spehr,825,VIC,Indoor Cinema,Rural,1
695,-37.277,144.732,7,3,1,,Lancefield,3435,Pictures,Pearce & Coustley,270,VIC,Indoor Cinema,Rural,0
696,-37.263104,147.721697,7,3,1,,Swifts Creek,3896,Mechanics,Eric Moore,200,VIC,Indoor Cinema,Rural,1
697,-37.249,144.453,7,3,1,,Kyneton,3444,Kyneton,Kyneton Pictures Pty. Ltd.,862,VIC,Indoor Cinema,Rural,0
698,-37.248109,141.841762,7,3,3,,Balmoral,3407,Cook & Baillie,"Cook & Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,1
699,-37.235,145.911,7,3,1,,Eildon,3713,Hall,F. A. James & J. W. Butler,125,VIC,Indoor Cinema,Rural,0
700,-37.212,145.424,7,3,1,,Yea,3717,Ideal,D. Burns,420,VIC,Indoor Cinema,Rural,1
701,-37.203,145.05,7,3,1,,Broadford,3658,Mechanics,E. McDonald,220,VIC,Indoor Cinema,Rural,0
702,-37.191758,145.709563,7,3,1,Grant Street,Alexandra,3714,Town Hall,D. Burns,400,VIC,Indoor Cinema,Rural,1
703,-37.191142,145.711585,7,3,1,,Alexandra,3714,Elite,Elite Talkies,350,VIC,Indoor Cinema,Rural,0
704,-37.170944,143.702138,7,3,3,,Talbot,3371,Maldon Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,1
705,-37.165541,141.592419,7,3,1,,Harrow,3317,Mechanics,G. H. Hillier,NULL,VIC,Indoor Cinema,Rural,0
706,-37.162486,139.754892,3,3,1,,Robe,5276,Institute,T. P. Squire,200,SA,Indoor Cinema,Rural,1
707,-37.14,145.56,7,3,1,,Eildon Weir,3713,Eildon Thr.,D. Burns,400,VIC,Indoor Cinema,Rural,0
708,-37.107028,144.060856,7,3,3,,Newstead,3462,Maldon Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,1
709,-37.107025,144.060853,7,3,3,,Newstead,3462,No. 1 Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,0
710,-37.099,147.594,7,3,1,,Omeo,3898,Memorial,Omeo Talkies,350,VIC,Indoor Cinema,Rural,1
711,-37.089,143.474,7,3,1,,Avoca,3467,Avoca Talkies,H. Doidge,400,VIC,Indoor Cinema,Rural,0
712,-37.0674218,149.9048867,5,3,1,Chandos Street,Eden,2551,Excelsior,Cock Bros.,400,NSW,Indoor Cinema,Rural,1
713,-37.066508,144.219494,7,3,1,30 Hargraves Street,Castlemaine,3450,Royal,Castlemaine Pics. Pty. Ltd.,970,VIC,Indoor Cinema,Rural,0
714,-37.058242,142.774427,7,3,2,,Stawell,3380,Village,Village Drive-In (Stawell) Pty. Ltd.,400,VIC,Drive-In,Rural,1
715,-37.056,142.779,7,3,1,,Stawell,3380,Town Hall,Town Hall Pictures Assn.,900,VIC,Indoor Cinema,Rural,0
716,-37.053425,143.729186,7,3,2,,Maryborough,3465,Village,Village Drive-In,388,VIC,Drive-In,Rural,1
717,-37.053281,146.08854,7,3,1,26 Highett Street,Mansfield,3724,Soldiers,J. Bulmer,350,VIC,Indoor Cinema,Rural,0
718,-37.0518021,146.0869095,7,3,1,117 High Street,Mansfield,3724,Regent,D. Ingram,493,VIC,Indoor Cinema,Rural,1
719,-37.048669,143.73968,7,3,1,50 Nolan Street,Maryborough,3465,Regent,P. F. O'Halloran & 0. Lay .,1240,VIC,Indoor Cinema,Rural,0
720,-37.047869,143.734895,7,3,1,,Maryborough,3465,Assembly,High School Parents Assn.,275,VIC,Indoor Cinema,Rural,1
721,-37.046502,143.736936,7,3,1,,Maryborough,3465,Town Hall,O'Halloran Theatres,400,VIC,Indoor Cinema,Rural,0
722,-37.043842,148.94168,5,3,1,,Delegate,2633,Regal (S/Arts),Mrs. L. S. Sterry,200,NSW,Indoor Cinema,Rural,1
723,-37.036,141.296,7,3,1,,Edenhope,3318,Edenhope,Western District Talkies,250,VIC,Indoor Cinema,Rural,0
724,-37.035734,141.298596,7,3,3,,Edenhope,3318,C. R. Baillie,"C. R. Baillie, Box 37, P.O. Penshurst",NULL,VIC,Touring Circuit,Rural,1
725,-37.026722,145.140337,7,3,1,,Seymour,3660,Regent,A. Munari,496,VIC,Indoor Cinema,Rural,0
726,-37.024516,145.136924,7,3,1,,Seymour,3660,Shire Hall,D. Burns,690,VIC,Indoor Cinema,Rural,1
727,-36.996,144.068,7,3,1,,Maldon,3463,Royal,L. T. Musgrove,180,VIC,Indoor Cinema,Rural,0
728,-36.993034,144.067702,7,3,1,,Maldon,3463,Circuit,L. T. Musgrove,300,VIC,Indoor Cinema,Rural,1
729,-36.972354,140.370085,3,3,1,,Lucindale,5272,Institute,"Chevron Cinemas, Robe",189,SA,Indoor Cinema,Rural,0
730,-36.968,141.081,7,3,1,,Apsley,3319,Mechanics Inst.,Secretary,200,VIC,Indoor Cinema,Rural,1
731,-36.962107,140.749405,3,3,2,,Naracoorte,5271,Cloudland,The Cloudline Drive-In Theatres Ltd.,220,SA,Drive-In,Rural,0
732,-36.9550218,140.7430918,3,3,1,,Naracoorte,5271,Austral,A. G. Harrison & C. R. Baillie,980,SA,Indoor Cinema,Rural,1
733,-36.949754,147.703226,7,3,1,,Benambra,3900,Mechanics,NULL,NULL,VIC,Indoor Cinema,Rural,0
734,-36.929566,149.874552,5,3,1,,Pambula,2549,Pictures,H. Murrell,250,NSW,Indoor Cinema,Rural,1
735,-36.922,144.709,7,3,1,,Heathcoate,3523,Brigade,"F. J. Hocking, Secretary",300,VIC,Indoor Cinema,Rural,0
736,-36.910889,149.240187,5,3,1,Forbes Street,Bombala,2632,Olympia,Mrs. L. A. Kennedy,396,NSW,Indoor Cinema,Rural,1
737,-36.8914221,149.9103331,5,3,1,Corner of Beach and Market Streets,Merimbula,2548,Twyford Hall,A. W. Murrell,130,NSW,Indoor Cinema,Rural,0
738,-36.874917,147.243008,7,3,3,,McKay's Creek (Falls Creek),3699,Kiewa Works Motion Picture Club,"Box 13, Mt. Beauty",NULL,VIC,Touring Circuit,Rural,1
739,-36.86,143.732,7,3,1,,Dunolly,3472,Touring,"Wearne, Rowan & Harris",300,VIC,Indoor Cinema,Rural,0
740,-36.857476,143.729758,7,3,3,,Dunolly,3472,No. 1 Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,1
741,-36.840996,147.25294,7,3,3,,Howman's Gap (Falls Creek),3699,Kiewa Works Motion Picture Club,"Box 13, Mt. Beauty",NULL,VIC,Touring Circuit,Rural,0
742,-36.829915,139.85278,3,3,1,,Kingston,5275,Institute,A. W. Backler,400,SA,Indoor Cinema,Rural,1
743,-36.804405,147.225635,7,3,3,,Bogong,3699,Kiewa Works Motion Picture Club,"Box 13, Mt. Beauty",NULL,VIC,Touring Circuit,Rural,0
744,-36.804268,147.225245,7,3,1,,Bogong,3699,S.E.C. Camp,Kiewa Works Motion Pic. Cttee.,150,VIC,Indoor Cinema,Rural,1
745,-36.799234,146.431161,7,3,3,,Cheshunt,3678,No. 1 Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,0
746,-36.786,145.154,7,3,1,,Nagambie,3608,Photophone,V. Rechner,212,VIC,Indoor Cinema,Rural,1
747,-36.785098,145.153923,7,3,3,,Nagambie,3608,No. 1 Circuit,L. T. Musgrove,NULL,VIC,Touring Circuit,Rural,0
748,-36.772271,144.261267,7,3,2,,Bendigo,3550,Golden,Golden Drive-In Theatre Pty. Ltd.,537,VIC,Drive-In,Rural,1
